Station Name,Region,Sub Region,State,Year,Total Days
DALLAS/FT WORTH INTERNATIONAL AP,SOUTH,WEST SOUTH CENTRAL,TX,2021,4
LOUIS ARMSTRONG NEW ORLEANS INTL AP,SOUTH,WEST SOUTH CENTRAL,LA,2021,4
PENSACOLA REGIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2021,4
GREENVILLE-SPARTANBURG INTL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2021,3
GULFPORT-BILOXI INTL ARPT,SOUTH,EAST SOUTH CENTRAL,MS,2021,3
HARTSFIELD-JACKSON ATLANTA INTL AP,SOUTH,SOUTH ATLANTIC,GA,2021,3
PHOENIX SKY HARBOR INTL AIRPORT,WEST,MOUNTAIN,AZ,2021,3
JACKSONVILLE INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2021,2
ORLANDO INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2021,2
SAN ANTONIO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2021,2
SAVANNAH/HILTON HEAD INTL AIRPORT,SOUTH,SOUTH ATLANTIC,GA,2021,2
SHREVEPORT REGIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,LA,2021,2
FT LAUD/HOLLYWOOD INTL APT,SOUTH,SOUTH ATLANTIC,FL,2021,1
SAN DIEGO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2021,1
TAMPA INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2021,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2021,0
HONOLULU INTERNATIONAL AIRPORT,WEST,PACIFIC,HI,2021,0
J. WAYNE APT-ORANGE CO APT,WEST,PACIFIC,CA,2021,0
KAHULUI AIRPORT,WEST,PACIFIC,HI,2021,0
LIHUE AIRPORT,WEST,PACIFIC,HI,2021,0
LOS ANGELES INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2021,0
MIAMI INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2021,0
ONTARIO INTERNATIONAL ARPT,WEST,PACIFIC,CA,2021,0
SACRAMENTO INTL AIRPORT,WEST,PACIFIC,CA,2021,0
SAN FRANCISCO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2021,0
SANTA BARBARA MUNICIPAL AIRPORT,WEST,PACIFIC,CA,2021,0
CITY OF COLORADO SPRINGS MUNICIPAL AP,WEST,MOUNTAIN,CO,2022,64
HECTOR INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,ND,2022,61
JOE FOSS FIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,SD,2022,56
DENVER INTERNATIONAL AIRPORT,WEST,MOUNTAIN,CO,2022,51
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MN,2022,51
DULUTH INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MN,2022,50
MANCHESTER AIRPORT,NORTHEAST,NEW ENGLAND,NH,2022,50
ABRAHAM LINCOLN CAPITAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2022,48
PORTLAND INTERNATIONAL JETPORT AP,NORTHEAST,NEW ENGLAND,ME,2022,48
NATRONA COUNTY INTERNATIONAL AP,WEST,MOUNTAIN,WY,2022,47
GEN E L LOGAN INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,MA,2022,46
LINCOLN MUNICIPAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2022,46
SYRACUSE HANCOCK INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2022,46
THEODORE F GREEN STATE AIRPORT,NORTHEAST,NEW ENGLAND,RI,2022,46
BURLINGTON INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,VT,2022,43
GREATER ROCHESTER INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2022,43
TED STEVENS ANCHORAGE INTL,WEST,PACIFIC,AK,2022,42
AUSTIN STRAUBEL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2022,41
EPPLEY AIRFIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2022,40
GALLATIN FIELD AIRPORT,WEST,MOUNTAIN,MT,2022,40
BRADLEY INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,CT,2022,39
EASTERN IOWA REGIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2022,39
ALBUQUERQUE INTL SUNPORT AIRPORT,WEST,MOUNTAIN,NM,2022,38
BUFFALO NIAGARA INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2022,38
DES MOINES INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2022,38
ALBANY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2022,37
JOHN F KENNEDY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2022,36
JUNEAU INTERNATIONAL,WEST,PACIFIC,AK,2022,34
BILLINGS LOGAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,MT,2022,33
CHICAGO MIDWAY INTL ARPT,MIDWEST,EAST NORTH CENTRAL,IL,2022,32
CHICAGO O'HARE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2022,31
GENERAL MITCHELL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2022,31
LA GUARDIA AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2022,31
TRENTON MERCER AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2022,31
ATLANTIC CITY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2022,30
DETROIT METRO WAYNE COUNTY AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2022,30
GERALD R FORD INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2022,29
KANSAS CITY INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MO,2022,29
NEWARK LIBERTY INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NJ,2022,29
PHILADELPHIA INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2022,29
BALTIMORE-WASHINGTON INTL AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2022,28
RONALD REAGAN WASHINGTON NATL AP,SOUTH,SOUTH ATLANTIC,VA,2022,28
FORT WAYNE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2022,27
CLEVELAND-HOPKINS INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,OH,2022,26
NWPT NEWS/WIMBURG INTL APT,SOUTH,SOUTH ATLANTIC,VA,2022,26
FAIRBANKS INTERNATIONAL,WEST,PACIFIC,AK,2022,25
HARRISBURG INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2022,25
WICHITA EISENHOWER NATIONAL,MIDWEST,WEST NORTH CENTRAL,KS,2022,25
RICHMOND INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2022,24
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2022,24
CINCINNATI/NORTHERN KENTUCKY INTL AP,SOUTH,EAST SOUTH CENTRAL,KY,2022,23
J.M.COX DAYTON INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2022,23
NORFOLK INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2022,23
PITTSBURGH INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2022,22
RALEIGH-DURHAM INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2022,22
CHARLOTTESVILLE ALBEMARLE ARPT,SOUTH,SOUTH ATLANTIC,VA,2022,21
WASHINGTON DULLES INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,VA,2022,21
YEAGER AIRPORT,SOUTH,SOUTH ATLANTIC,WV,2022,21
INDIANAPOLIS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2022,20
PORT COLUMBUS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2022,20
SALT LAKE CITY INTERNATIONAL AIRPORT,WEST,MOUNTAIN,UT,2022,20
SPOKANE INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2022,19
LAMBERT-ST LOUIS INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MO,2022,18
WILL ROGERS WORLD AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2022,18
CHARLOTTE/DOUGLAS INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2022,17
EL PASO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2022,17
LOUISVILLE INTL-STANDIFORD FIELD AP,SOUTH,EAST SOUTH CENTRAL,KY,2022,17
PIEDMONT TRIAD INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2022,17
ANDREWS AIR FORCE BASE AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2022,15
GREENVILLE-SPARTANBURG INTL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2022,15
TULSA INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2022,15
PORTLAND INTERNATIONAL AIRPORT,WEST,PACIFIC,OR,2022,14
BOISE AIR TERMINAL/GOWEN FD AIRPORT,WEST,MOUNTAIN,ID,2022,12
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2022,12
WILMINGTON INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2022,12
MEMPHIS INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2022,11
NASHVILLE INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2022,11
MAHLON SWEET FIELD AIRPORT,WEST,PACIFIC,OR,2022,10
SHREVEPORT REGIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,LA,2022,10
AUSTIN-BERGSTROM INTL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2022,9
CHARLESTON AFB/INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2022,9
LITTLE ROCK AFB AIRPORT,SOUTH,WEST SOUTH CENTRAL,AR,2022,9
RENO/TAHOE INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2022,9
DALLAS/FT WORTH INTERNATIONAL AP,SOUTH,WEST SOUTH CENTRAL,TX,2022,8
JACKSON INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,MS,2022,8
SAN ANTONIO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2022,8
HARTSFIELD-JACKSON ATLANTA INTL AP,SOUTH,SOUTH ATLANTIC,GA,2022,7
MCCARRAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2022,7
BIRMINGHAM INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2022,6
SAVANNAH/HILTON HEAD INTL AIRPORT,SOUTH,SOUTH ATLANTIC,GA,2022,4
JACKSONVILLE INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2022,2
ONTARIO INTERNATIONAL ARPT,WEST,PACIFIC,CA,2022,2
ORLANDO INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2022,2
FT LAUD/HOLLYWOOD INTL APT,SOUTH,SOUTH ATLANTIC,FL,2022,1
G BUSH INTERCONTINENTAL AP/HOUSTON AP,SOUTH,WEST SOUTH CENTRAL,TX,2022,1
HONOLULU INTERNATIONAL AIRPORT,WEST,PACIFIC,HI,2022,1
LIHUE AIRPORT,WEST,PACIFIC,HI,2022,1
LOUIS ARMSTRONG NEW ORLEANS INTL AP,SOUTH,WEST SOUTH CENTRAL,LA,2022,1
PENSACOLA REGIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2022,1
SACRAMENTO INTL AIRPORT,WEST,PACIFIC,CA,2022,1
TAMPA INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2022,1
TUCSON INTERNATIONAL AIRPORT,WEST,MOUNTAIN,AZ,2022,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2022,0
GULFPORT-BILOXI INTL ARPT,SOUTH,EAST SOUTH CENTRAL,MS,2022,0
J. WAYNE APT-ORANGE CO APT,WEST,PACIFIC,CA,2022,0
KAHULUI AIRPORT,WEST,PACIFIC,HI,2022,0
LOS ANGELES INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2022,0
MIAMI INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2022,0
PHOENIX SKY HARBOR INTL AIRPORT,WEST,MOUNTAIN,AZ,2022,0
SAN DIEGO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2022,0
SAN FRANCISCO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2022,0
SANTA BARBARA MUNICIPAL AIRPORT,WEST,PACIFIC,CA,2022,0
GEN E L LOGAN INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,MA,2023,43
PORTLAND INTERNATIONAL JETPORT AP,NORTHEAST,NEW ENGLAND,ME,2023,42
BUFFALO NIAGARA INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2023,41
CITY OF COLORADO SPRINGS MUNICIPAL AP,WEST,MOUNTAIN,CO,2023,40
SYRACUSE HANCOCK INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2023,39
GREATER ROCHESTER INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2023,38
MANCHESTER AIRPORT,NORTHEAST,NEW ENGLAND,NH,2023,38
THEODORE F GREEN STATE AIRPORT,NORTHEAST,NEW ENGLAND,RI,2023,38
LA GUARDIA AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2023,37
BURLINGTON INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,VT,2023,36
JOHN F KENNEDY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2023,36
NEWARK LIBERTY INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NJ,2023,36
ATLANTIC CITY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2023,35
DETROIT METRO WAYNE COUNTY AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2023,35
ALBANY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2023,34
BRADLEY INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,CT,2023,34
ALBUQUERQUE INTL SUNPORT AIRPORT,WEST,MOUNTAIN,NM,2023,33
DENVER INTERNATIONAL AIRPORT,WEST,MOUNTAIN,CO,2023,33
TRENTON MERCER AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2023,33
JUNEAU INTERNATIONAL,WEST,PACIFIC,AK,2023,32
NORFOLK INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2023,32
NWPT NEWS/WIMBURG INTL APT,SOUTH,SOUTH ATLANTIC,VA,2023,30
PHILADELPHIA INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2023,30
BALTIMORE-WASHINGTON INTL AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2023,29
HARRISBURG INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2023,29
RICHMOND INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2023,29
RONALD REAGAN WASHINGTON NATL AP,SOUTH,SOUTH ATLANTIC,VA,2023,29
TED STEVENS ANCHORAGE INTL,WEST,PACIFIC,AK,2023,29
WICHITA EISENHOWER NATIONAL,MIDWEST,WEST NORTH CENTRAL,KS,2023,28
CLEVELAND-HOPKINS INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,OH,2023,27
CHARLOTTESVILLE ALBEMARLE ARPT,SOUTH,SOUTH ATLANTIC,VA,2023,26
FAIRBANKS INTERNATIONAL,WEST,PACIFIC,AK,2023,26
GERALD R FORD INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2023,26
HECTOR INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,ND,2023,26
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MN,2023,26
WASHINGTON DULLES INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,VA,2023,26
CHICAGO O'HARE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2023,24
DES MOINES INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2023,24
GENERAL MITCHELL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2023,24
JOE FOSS FIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,SD,2023,24
AUSTIN STRAUBEL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2023,23
EPPLEY AIRFIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2023,23
PITTSBURGH INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2023,23
CHICAGO MIDWAY INTL ARPT,MIDWEST,EAST NORTH CENTRAL,IL,2023,22
LINCOLN MUNICIPAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2023,22
GALLATIN FIELD AIRPORT,WEST,MOUNTAIN,MT,2023,21
YEAGER AIRPORT,SOUTH,SOUTH ATLANTIC,WV,2023,21
DULUTH INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MN,2023,20
EASTERN IOWA REGIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2023,20
FORT WAYNE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2023,20
J.M.COX DAYTON INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2023,20
TULSA INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2023,20
CINCINNATI/NORTHERN KENTUCKY INTL AP,SOUTH,EAST SOUTH CENTRAL,KY,2023,19
KANSAS CITY INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MO,2023,19
LAMBERT-ST LOUIS INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MO,2023,19
ABRAHAM LINCOLN CAPITAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2023,18
EL PASO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2023,18
INDIANAPOLIS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2023,18
RALEIGH-DURHAM INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2023,18
PORT COLUMBUS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2023,17
WILL ROGERS WORLD AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2023,16
PIEDMONT TRIAD INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2023,15
RENO/TAHOE INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2023,15
SHREVEPORT REGIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,LA,2023,15
NATRONA COUNTY INTERNATIONAL AP,WEST,MOUNTAIN,WY,2023,14
ANDREWS AIR FORCE BASE AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2023,13
DALLAS/FT WORTH INTERNATIONAL AP,SOUTH,WEST SOUTH CENTRAL,TX,2023,13
SALT LAKE CITY INTERNATIONAL AIRPORT,WEST,MOUNTAIN,UT,2023,13
BILLINGS LOGAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,MT,2023,12
LOUISVILLE INTL-STANDIFORD FIELD AP,SOUTH,EAST SOUTH CENTRAL,KY,2023,12
PORTLAND INTERNATIONAL AIRPORT,WEST,PACIFIC,OR,2023,12
MAHLON SWEET FIELD AIRPORT,WEST,PACIFIC,OR,2023,11
BOISE AIR TERMINAL/GOWEN FD AIRPORT,WEST,MOUNTAIN,ID,2023,10
CHARLOTTE/DOUGLAS INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2023,10
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2023,10
WILMINGTON INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2023,10
GREENVILLE-SPARTANBURG INTL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2023,9
LITTLE ROCK AFB AIRPORT,SOUTH,WEST SOUTH CENTRAL,AR,2023,9
MEMPHIS INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2023,9
JACKSON INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,MS,2023,8
AUSTIN-BERGSTROM INTL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2023,7
CHARLESTON AFB/INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2023,7
SACRAMENTO INTL AIRPORT,WEST,PACIFIC,CA,2023,7
SAN FRANCISCO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2023,7
SPOKANE INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2023,7
MCCARRAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2023,6
SAN ANTONIO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2023,6
BIRMINGHAM INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2023,5
NASHVILLE INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2023,5
PHOENIX SKY HARBOR INTL AIRPORT,WEST,MOUNTAIN,AZ,2023,5
TUCSON INTERNATIONAL AIRPORT,WEST,MOUNTAIN,AZ,2023,5
HARTSFIELD-JACKSON ATLANTA INTL AP,SOUTH,SOUTH ATLANTIC,GA,2023,4
SAVANNAH/HILTON HEAD INTL AIRPORT,SOUTH,SOUTH ATLANTIC,GA,2023,4
G BUSH INTERCONTINENTAL AP/HOUSTON AP,SOUTH,WEST SOUTH CENTRAL,TX,2023,3
GULFPORT-BILOXI INTL ARPT,SOUTH,EAST SOUTH CENTRAL,MS,2023,3
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2023,3
PENSACOLA REGIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2023,3
FRESNO YOSEMITE INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2023,2
FT LAUD/HOLLYWOOD INTL APT,SOUTH,SOUTH ATLANTIC,FL,2023,2
LOS ANGELES INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2023,2
LOUIS ARMSTRONG NEW ORLEANS INTL AP,SOUTH,WEST SOUTH CENTRAL,LA,2023,2
ONTARIO INTERNATIONAL ARPT,WEST,PACIFIC,CA,2023,2
ORLANDO INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2023,2
SANTA BARBARA MUNICIPAL AIRPORT,WEST,PACIFIC,CA,2023,2
TAMPA INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2023,2
JACKSONVILLE INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2023,1
SAN DIEGO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2023,1
HONOLULU INTERNATIONAL AIRPORT,WEST,PACIFIC,HI,2023,0
J. WAYNE APT-ORANGE CO APT,WEST,PACIFIC,CA,2023,0
KAHULUI AIRPORT,WEST,PACIFIC,HI,2023,0
LIHUE AIRPORT,WEST,PACIFIC,HI,2023,0
MIAMI INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2023,0
